系所名稱,作者(外文),論文名稱(外文),指導教授(外文),出版年,外文關鍵詞,摘要(外文)
NTHUIEEM,"Lai, Chia Liang",Application of Soft Computing Techniques with Fourier Series to Forecast Monthly Electricity Demand,"Wang, Hsiao Fan",105,"electricity demand forecasting
periodic fluctuation
trend extraction
GANN-Fourier series","The information from electricity demand forecasting helps energy generation enterprises develop an electricity supply system. This study aims to develop a monthly electricity forecasting model to predict the electricity demand for energy management. Given that the influence of weather factors, such as temperature and humidity, is diluted in the overall monthly electricity demand, the forecasting model uses historical electricity consumption data as an integrated factor to obtain future prediction. The proposed approach is applied to a monthly electricity demand time series forecasting model that includes trend and fluctuation series, of which the former describes the trend of the electricity demand series and the latter describes the periodic fluctuation imbedded in the trend. An integrated genetic algorithm and neural network model (GANN) is then trained to forecast the trend series. Given that the fluctuation series demonstrates an oscillatory behavior, we apply Fourier series to fit the fluctuation series. The complete demand model is named GANN–Fourier series. U.S. electricity demand data are used to evaluate the proposed model and to compare the results of applying this model with those of using conventional neural networks."
NTHUIEEM,"Lin,Zih Han",A Robust Optimization Approach to Solar Power Installation Capacity under Feed-in Tariff Policy:  A Case of Taiwan Enterprises,"Wang, Hsiao Fan",105,"Robust-COIM
Feed-in Tariff
Robust Optimization
Solar Photovoltaic System
Risk Preference","Solar power is a renewable energy that has a potential for development. The government of Taiwan has implemented a policy to subsidize individuals installing solar photovoltaic (PV) systems through financial assistance and buy-back assurance (e.g., the feed-in tariff scheme). Installing solar PV systems is considered economical because it enables people to make profit. In addition, using such system has environmental benefits because it reduces carbon emissions. This study aims to assist installers evaluate the profitability and potential risks of this long-term investment. A deterministic model called constraint optimal installation model (COIM) is primarily proposed to determine the optimal installation capacity under a given guaranteed price for a specific time period. 
    Sensitivity analysis is conducted on parameters such that the most critical factors affecting profitability can be identified. Based on these factors, an extension to a robust optimization model, namely, Robust–COIM, has been developed to evaluate potential risks and uncertainties such that a robust investment will be provided. The robust model has been applied to an enterprise in Taiwan. Furthermore, two types of risk preference of decision makers are analyzed and compared to each other. Results have shown that the proposed model is able to recommend a robust installation capacity subject to the risk preference of a decision maker.
"
NTHUIEEM,"Chou, Pei Wen",Optimal Combination of Renewable Energies for an Enterprise–A Case of Taiwan,"Wang, Hsiao Fan",105,"Renewable Energy
Generation Combination
Multi-objective Model
Intermittence
Parameter Evaluation","　　To achieve the goals of assuring nuclear security, steadily reducing nuclear dependence, creating a low-carbon energy environment and gradually establishing a nuclear-free homeland, an energy policy was implemented by the Taiwanese government in November 2011. In the meantime, the Government actively fulfilled the carbon reduction target and electricity stable supply policy under three major principles of international carbon reduction commitment without restricting electricity usage and with a valid electricity price. Consequently, the Government encourages private enterprises to generate electric power by renewable energy and sell back to the public enterprise.
　　This study proposes a two-stage analytical model to support private enterprises in evaluating the possible generation combination of renewable energy while considering the intermittence of renewable energy, environmental protection, generation cost, and given the monthly electricity demand. The model involves a parameter evaluation model developed to determine the capacity factor of renewable energies. A multi-objective model is also proposed to optimize the mixed generation of renewable energies, and minimize the carbon emission at a minimum cost. By substituting the result obtained from parameter evaluation models, the three goals can be achieved under the condition of balancing supply and demand for each month.
　　A case study of optimal mixed-generation of renewable energies was carried out at the National Tsing Hua University to illustrate and verify the proposed system. From parameter evaluation of solar energy, it can be observed that because the variation of capacity factor is attributed to performance ratio, the capacity factor and solar irradiance is highly correlated. As regard the wind energy, the capacity factor is proportional to the cube root mean of wind speed, so it will increase very fast respect to the high wind speed. The external cost of energy source remains a specific proportion of total cost in our optimal combination of energy sources, since each energy resource has a different carbon emission coefficient. At last, we perform sensitivity analysis to discuss the cost trend of energy sources under different carbon tax."
NTHUIEEM,"Liao, Yuan Tzuen",The Development of Taiwan Tourism Industry Based on the Perspective of Business Ecosystem,James T. Lin,105,"Tourism Industry
Business Ecosystem
Business Ecosystem Evolution
Co-opetition
China continuous travel line service","In the past, few scholars do research on the tourism industry with business ecosystem perspective. Especially, this research discuss about the evolutionary pattern of Taiwan’s tourism industry which develops from supply chain to business ecosystem with the perspective of business ecosystem. The research makes investigations on tour operators by semi-structured interview, and gain further insight to the recent circumstances of Taiwan’s tourism ecosystem. 
The research points out that tourism industry goes from supply chain, through industry cluster, strategy alliance, open innovation, and virtual business network when it evolves to business ecosystem. Different member in the ecosystem has different evolution path. The driving factors including computerize, internet and mobilization, and policy, influence tourism industry and make it evolves from cooperation to symbiosis relationship, and further co-evolution. 
This research digs out the Taiwan’s tourism business ecosystem, including the formation of Taiwan’s tourism ecosystem; the roles they play in the system. In addition, there are lots of co-opetition relationship between different enterprises. Moreover, the research discovers that China continuous travel line service has great impact on Taiwan’s tourism industry business ecosystem, and make the ecosystem unbalanced. It is becoming a serious issue for Taiwan’s tourism industry nowadays.
"
NTHUIEEM,"Chou, Che-Wei",A framework for decision-based intelligent manufacturing system,"Chien, Chen-Fu",105,"Manufacturing decision
Manual material handling system
Intelligent manufacturing system
Multiobjective scheduling planning","Consumers pursue affordable and customized products and services with the changes of consumer products market. Manufacturing industry is facing rapid changes in market demand, short product life cycle, fast technology migration and high capital investment, resulting in difficult to accurately predict demand, lengthen production lead time, and low production yield and other operational challenges.Traditional manufacturing strategy is focusing on scale economies. Facing the changes of various marketing demands and short product life cycles, traditional production system has been unable to meet the complex and rapid changes in the manufacturing environment, and can not effectively deal with derived manufacturing problems.
In order to cope with production planning, scheduling, and manufacturing allocation problems that caused by various product demands and complex product lines. This study aims to develop a framework for decision-based intelligent manufacturing system that including production system modules and decision agent system to pursue quickly response, high productivity, flexible and robust production.
First, the proposed hierarchical manufacturing system is pursuing stability and efficiency to achieve production optimization. The order management module will accumulate all customers' forecast and orders to integrate total demands that as a follow-up demand input for production planning module and multiobjective scheduling module. Further, the manufacturing resource allocation module and cyber-physical system function module will provide promptly manufacturing and machine information to control production status.
Second, the proposed decision-based manufacturing agent has the capability of adaptive, flexibility, coordination, decision-making to provide promptly production while abnormal events arise. The decision-based manufacturing agent could coordinate and communicate with others function modules and agents to integrate information and provide possible solutions for those disturb events. Thus, the decision maker could consult the possible solutions and do the final decision to access those disturb events, and let the production system return to normal operation.
Three empirical cases are demonstrated to validate the proposed decision-based intelligent manufacturing system in this study. First, a multiobjective scheduling problem in TFT-LCD module assembly process is proposed that consider manufacturing conditions in shop floor. The multiobjective scheduling module used multi-objective hybrid genetic algorithm (MO-HGA) to solve multiple and conflicting production objectives, minimizing makespan, minimizing the weighted number of tardy jobs, and minimizing the total machine setup time, that are directly related to productivity and customer satisfaction. Second, a manufacturing disturb case in TFT-LCD module assembly process. When an abnormal event happened in tuffy glue coating process, decision agent was trigged that communicated with other agents to exchange information and understand the latest status. Then, decision agent could provide the possible solutions for decision makers for final judge. Third, a manpower allocation and route planning problem for manual material handling system (MMHS) in a 200mm wafer fab is proposed. The manufacturing resource allocation module used a novel route planning approach to utilize the routes that reduce the technician traveling distance and transportation time. And it also used manpower loading evaluation model is developed for determining the appropriate number of technicians that all improve the MMHS efficiency and productivity.
"
NTHUIEEM,"Kuo,Po-Yi",An Efficient Simulation Optimization Method for Generalized Redundancy Allocation Problem,"Chang,Kuo-Hao",105,"Redundancy allocation problem
Simulation optimization
Nested partitioning
Importance sampling","Redundancy allocation problem (RAP) has been an active research area for the past decades. Generalized redundancy allocation problem (GRAP) extends it to a more realistic situation where the system can have a complex network structure, for example, its components are connected with each other neither in series nor in parallel but in some logical relationship. Because of that, solving GRAP has presented major challenges in practice. In this paper, we propose a simulation optimization method, called Nested Partitions for Reliability Optimization (NPRO), to solve GRAP efficiently. Due to a newly-developed partitioning strategy, NPRO can locate the optimal solution in an efficient manner. The incorporation of many useful techniques, including the proposed encoding approach, importance sampling (IS) and Latin hypercube sampling (LHS), further enables NPRO to reduce the number of simulation observations needed in the optimization process, facilitating quick generation of the optimal solution. An extensive numerical experiment is conducted to verify the efficacy and efficiency of NPRO. Results show that NPRO can find the optimal or nearly optimal solution of GRAP within limited computational budget and moreover, it significantly outperforms the other two existing algorithms."
NTHUIEEM,Chen-Hao Huang,Applying MO2TOS on Simultaneous Scheduling of Machines and AGVs in FMS,James T. Lin,105,"FMS
simultaneous machines and AGVs scheduling
multi-fidelity model
MO2TOS
sampling resources allocation","This research focuses on the problems of Simultaneous Scheduling of Machines and AGVs in FMS. According to the problem, different system characteristics will affect the performance of system. In FMS, there are most multi-functions CNC machines, so same process in one work can choose the alternative machines to do. This characteristic can increase the flexibility of scheduling more. Alternative machines affect the makespan and the using percentage of machines and AGVs. In past researches, when using Mathematical Programming to solve simultaneous scheduling problem, transportation time of AGVs is the transportation distance divided by the speed of the AGV. It didn’t consider the actual problems that AGVs will delay or be in Deadlock due to the congestion during the transportation. Therefore, for the problems of Simultaneous scheduling of Machines and AGVs in FMS, this research constructs the discrete event simulation to achieve actual conditions, and use zone-control to deal with the problems that lead to deadlock.
If the research considers more system characteristics, the fidelities of system will increase too. So, when considers the condition of alternative machines and zone control, there will be two low-fidelity models and one high-fidelity model. This research will cite the Multi-fidelity Optimization with Ordinal Transformation and Optimal Sampling (MO2TOS) optimization framework. It will effectively use the relationship between low-fidelity models and high-fidelity model to solve the problems of simultaneous machines and vehicles scheduling in FMS.
There are four sampling methods in MO2TOS framework (Greedy、Random、Hybrid、Adaptive Sampling). Because there are some relationships between models but not completely unrelated, using Greedy Sampling may consume less computing cost in high-fidelity model and have higher success rate to choose the best design than other methods. Greedy Sampling can also apply in other different FMS environments.
In the MO2TOS framework, if great and bad designs are included in the same group, it may lead the mean performance of group to be worse. In the consequence, less sampling resources will be allocated into the group, a risk that can’t choose the best design may happen. So, this research further optimize the allocation methods of sampling resources in high-fidelity model. Use the performance of the best design in every group to be eigenvalue to conduct the sampling resources allocation will effectively allocate the sampling resources to critical groups and saving the sampling resources.
"
NTHUIEEM,"HSU,TO-LI",The effect of visual guidance on older adult’s gait strategies and performance,"Lu,Jun-Ming",105,"gait cycle
foot positioning
foot-eye coordination","Taiwan is changing from an aging society to an aged society very rapidly. The prevention of falls hence becomes one of the most critical issues. There have been many studies focusing on the risk factors of falls, among which the gait patterns of older adults were highlighted. However, the use of foot-eye coordination during walking also plays an important role. As found by previous studies, older adults with high risks of falls often transferred their gaze away from the target earlier, which leads to decreased accuracy of foot positioning. If gaze transfer is not allowed until heel-strike on the target, the more accurate foot positioning may help reduce the risk of falls due to trips or loss of balance.
Ten older adults ranging from 55 to 65 years old and ten young adults ranging from 22 to 24 years old will be recruited in this study. Each participant is required to wear the eye-tracking system and the electromagnetic tracking system, so as to collect the eye movement parameters and gait data. There are two targets placed along the pathway. The first target is placed on a fixed position, while the second one is placed either one-step, two-step, or three-step away from the first one. The participant needs to walk forward while stepping on the first target and then the second target respectively. Under condition 1, the participant is required to keep looking at the first target until heel-strike on it, whereas no instruction is given to the second target. Under condition 2, the participant has to follow the instruction of foot-eye coordination for both targets. By comparing the differences in positioning error and task completion time between the two conditions, it can help determine whether the strategy of visual guidance takes effect over time. However, eye gaze on the target the pathway should be as important as on the environment in order not to make collision with other objects. So the next step is to find out the best timing when visual guidance should be triggered and terminated. The ten elder adults mentioned earlier participated in this experiment again. There are three targets fixed placed the pathway, Under condition 1, the participant is required to look at each target during the heel-strike of leading foot until heel-strike of the trailing foot on it, Under condition 2, the participant is required to look at each target during the foot-flat of leading foot until heel-strike on it. Under condition 3, the participant is required to looking at each target during the toe off of trailing foot until heel-strike on it.
In the first experiment, the results show that foot positioning error is greater both in condition 1 than in condition 2, and in elder than in younger adults. In other words, visual guidance can’t take effect over time. Reminder of this strategy would be hence required during walking. In the second experiment, the results show that the best timing of visual guidance is to be triggered at the foot-flat of leading foot. In the future, the findings may serve as a reference for clinical applications to improve the safety of older adults in the home environment.
"
NTHUIEEM,"Lo, Fang Fang",Analysis and improvement ofmusculoskeletal disorders associated with blood sampling initiationamong medical technologists,"Lu, Jun Ming",105,"medical technologist
blood sampling
musculoskeletal disorders
NMQ
BRIEF
RULA
ART","Blood sampling is one of the daily routines performed by medical technologists, which highly requires manual operations. The potential risks arehence too important to be ignored. Therefore, this study aims to investigate the musculoskeletal disorders (MSDs) associated with blood samplingamong medical technologists through the use of  subjective questionnaire and objective evaluationtools.   
 The NMQ (Nordic Musculoskeletal Questionnaire)results of 37 participants showed that the prevalence of the overall MSDs is 97.3%. Among the few body parts, the prevalence of MSDs is highest at shoulders(83.8%), followed by neck (81.1%), hands or wrists(62.2%), waist or lower back (59.5%), upper back (45.9%), and elbows(40.5%). Considering the effects of individual backgrouns and working conditions, one’s gender, height, weight, and BMI, frequency of staying up, alcohol use, exercise intensity, overall seniority, seniority of current job, and working days per week have influence on the prevalence of MSDs. In addition, four ergonomic checklists were employed to assess the risks of MSDs. The results of MSDs checklistindicated higher risks at neck and shoulders, fingers, wrists, elbows, and back. The results of BRIEF showed higher risks at neck, back, left elbow, left shoulder, right hand, right wrist, right elbow and right shoulder. Results of RULA showed higher risks at neck, trunk, wrists, upper arms and forearms. ART revealed higher risks at neck, arms, wrists, fingers, and back. Among them, the analysis results of MSDs are more consistent with that of NMQ, followed by RULA, BRIEF, and ART. This suggests thatthe MSDs analysis can be replacedby NMQ, which saves some more time for the analysis with other checklists.   
Overall, the major risk factors of blood drawing process are the repeated tasks and imadequatebody posturesbeing performed while checking the test items and insertingthe health insurance card at registration, verifying barcodes and tearing off the tags of  
barcodes, preparing needles and sample tubes, decontaminating the patient’s skin, inserting the needle, pulling out the needle, and taking off the needle from the needle base. It is recommended to reallocate the manpower and redesign the working environment, so as to reduce the risks of MSDs induced by blood sampling among medical technologists.
"
NTHUIEEM,"Chen, You Zhu",Analysis and improvement of musculoskeletal disorders amongmedical radiologic technologists,"Lu,Jun-Ming",105,"medical radiological technologists
musculoskeletal disorders
Nordic Musculoskeletal Questionnaire
Baseline Risk Identification of Ergonomic Factors
Ovako Working Posture Analysis System
Quick Exposure Check","This study aims to investigate the risk of Work-Related Musculoskeletal Disorders（WMSDs）among medical radiological technologists in their operations, as well as applying ergonomic intervention strategies to improve their quality of work life.
The Nordic Musculoskeletal Questionnaire (NMQ) was be used to obtain the prevalence of musculoskeletal disorders, A total of 20 responses were received,with the response rate of 100%. The results indicated that 85.1% of the sample consciously perceivemusculoskeletal discomfort.The most uncomfortable body parts were the lower back (55.0%), neck (45.0%), shoulder (30.0%), hand and wrist (30.0%). The results of  Chi-Square analysis showed that there existed significant correlations between the prevalence of musculoskeletal disorders and the Age, BMI, fregrenly ofstay-up, fregrenly of smoking, experience of wrrent positionand overall work experience.
The results of the MSDs checklist analysis revealed that hand and wrist, back and neck werewith higher risk of musculoskeletal disorders.The results of the BRIEF checklist analysis revealed that neck, shoulder, back and elbow were with high risk.OWAS identified 14.8% of operations into AC2 and 7.4% of operations into AC3, which required corrective actions soon or immediately.The results of the QEC checklist analysis revealed that back, neck, shoulder and arm (81.8% for extremely-high or high) required ergonomics intervention to reduce the exposure levels.In terms of consistercy with NMQ, OWAS outperformed MSDs, BRIEF and QEC.In other words, OWAS can be replaced by NMQ, which saves time for the evaluation with other analysis tools.
The potential reasons for musculoskeletal discomfort in medical radiological technologists were awkward working posture and repetitive work, including transferringpatients, helping the patient get to the right position, carrying cassettes with one hand, lifting the patient and positioning cassette underneath him or her at the same  
time, adjusting the X-ray tube and consoleoperation.It is recommended that medical radiologic technologists should have adequate recognition of the risks they are exposing themselves to.In addition, better manpower planning, improvement of standard operation procedures,and redesign of tools and workstations are needed to help reduce musculoskeletal disorders among medical radiologic technologists.
"
NTHUIEEM,"Kung, Li",An Approach of 1-Dimension PSO with Fuzzy C-means for the Optimal Combination of Energy Resources in a Recommender System,"Wang, Hsiao Fan",105,"recommender system
clustering analysis
one-dimension Particle Swarm Optimization
Fuzzy C-means
User Experience","Owing to the over-exploitation of fossil fuels, many governments and companies have been promoting renewable energy to resolve the limitation of fossil energy and environmental issues. Nevertheless, lacks of systematic analysis to provide useful information. A Recommender System is a popular approach to promote products in Electronic Commerce. Till now there is no research developed a recommender system for environmental protection. In addition, user-friendly interface of recommender system is still lacking. Therefore, this research aims to construct an enterprise-oriented web recommender system to cope with environmental issues. In order to identify the users, the system has proposed a modules of clustering analysis called one-dimension Particle Swarm Optimization with Fuzzy C-means. The proposed web recommender system has integrated data-module and model-module for electricity, renewable energy prediction and generation. Based on the forecasted electricity consumption, a case of National Tsing Hua University is provided as an enterprise with the recommendation of the best investment of renewable energy to illustrate and validate the system."
NTHUIEEM,"Chen, Pin Hao",Planning and implementation of user-centered design process: the development of mobile applications as an example,"Lu, Jun Ming",105,"human machine interaction
ISO 9241-210
skeuomorphism design
theory of signs","With the rapid growth of mobile applications, it is hence important to consider both utility and usability during the development process. Therefore, this study aims to propose a systematic methodology that helps improve the development process through user-centered design. It is based on the guidance of ISO 9241-210, with some more details and techniques added. It comprises of five stages including: (1) Plan the human centered process: defining the role of each member so as to apply user-centered design to every single stage; (2) Specify the context of use: investigating user requirements, characteristics, and work processes, as well as enhancing compatibility through the use of skeuomorphism design; (3) Specify user requirements: following the theory of signs to identify the contents and representation of each function, as well as the corresponding expectations from users; (4) Produce design process: providing the options of design from sketching to prototype simulation; (5) Evaluate design against user requirements: planning user evaluation such as interviews, task analysis, and satisfaction survey based on user requirements in each design stage. Finally, a case study was conducted to verify the feasibility of the proposed methodology, and it was found that the application developed by the proposal methodology outperforms that developed by other methods in terms of user satisfaction. In addition, the time required for developing the application can be shortened. Further the conflicts between developer’s ideas and user’s expectations can be reduced.
Developers may use the proposed methodology as a reference to design mobile applications that better satisfy target users. In addition, it can also be extended to serve as supporting tools for specific types of mobile applications.
"
NTHUIEEM,"Hua, Qi",應用多目標基因演算法於包裝業產能規劃之研究,James C. Chen,105,"packaging industry
capacity planning system
multi-objective genetic algorithm","Packaging industry is a rapid developing labor-intensive industry. Facing the global trend of integration, intra-industry enterprises compete with each other fiercely. This study develops a capacity planning system (CPS) for packaging plant by using Visual Basic for Application (VBA). It can not only automatically generate order scheduling to meet the delivery of orders, but also balance the workload between machines in the same process.
Besides, this study proposes a modified multi-objective genetic algorithm (MOGA) to solve multi-objective order scheduling problem. Two criteria are simultaneously considered for optimization: to minimize the lateness, and to minimize machine workload balance deviation. Design of experiments (DOE) is adopted to validate the performance and analysis of variance (ANOVA) to evaluate the output. This study can provide some reference to packaging plants to make better order scheduling decisions, efficiently reducing lateness and balancing machine workload.
"
NTHUIEEM,"Chen,Wen Li",The investigation of mature female consumer's preference for brassiere design,"Lu,Jun Ming",105,"kansei engineering
quantification theory type I
principal component analysis
cluster analysis
expectation disconfirmation","In response to the growing demand from the aging population, this study aims to relate mature females’ subjective feelings to the design parameters of brassiere. Ten mature-consumer-oriented brassieres available in the market were chosen for investigation. A questionnaire survey of 101 females and a series of expert assessment were conducted to help identify 20 pairwise phrases that describe the feelings delivered by the brassiere. Invite 12 female to join the research, whose ages are between 50 to 59, the educational level are above junior high school with the bra size are 80B, and has ever browsed the lingerie website. After that, it covers four stages of brassiere purchase, including previewing the product on the Internet and catalog, seeing the product in reality, seeing and touching the product in reality, and trying on the product. At the end of each of the four stages, the participant will rate her feeling toward the sample based on the 20 sets of pairwise phrases. Finally, an open interview will be performed to collect the overall feelings and additional comments. 
With the subjective ratings, principal component analysis were conducted to extract the two major adjectives that explain the variation among samples. Cluster analysis was further employed to determine the few categories of brassiere designed for mature females. Moreover, through the use of Quantification Theory Type I, the relationship between design parameters and subjective feelings were identified towards the better design. In phase 1 （part I: network vision） the embroidery lace can create feelings of ""beautiful and cool"". In phase 1 （part II: visual image） the general rims and embroidery lace can create feelings of ""beautiful and covered"". In phase 2 （real vision）general rims and front closure buckle can create feelings of ""beautiful and function"". In phase 3 （combining vision and tactile sense） the full cup and general rims can create feelings of ""cool and support"". In phase 4 （try-on） general rims and elastic lace can create feelings of ""beautiful and perspiration"". 
On the other hand, the users expectation disconfirmation were discussed by comparing the different stages：In network vision vs. combining vision and tactiles sense can using multiple camera angles on the web or using more function material. In network vision vs. try on can can using text description of the material property or encourage consumers try on. In visual image vs. real vision can enlarge detail design in pictrure or using high-quality color output. In visual image vs. combining vision and tactile sense can using text describe consumer touh or try-on experience. In visual image vs. try-on can using text description of the material property or encourage consumers try on. In real vision vs. combining vision and tactile sense can using text describes consumers feeling of touch. In combining vision and tactile sense vs. try on can using text describes models body shape and they wear bras conditions or encourage consumer try on. Here’s an advice for inspiring customer’s shopping desire by controlling the design parameter to decrease the expectation disconfirmation. So that consumers are satisfied and the requirements of aged consumer can be valued appropriately.
"
NTHUIEEM,"Chang, Kai Chun",製鞋業生產線設計之模擬最佳化,James C. Chen,105,"Response Surface Methodology (RSM)
production line
optimization
footwear manufacturing
simulation","The aim of proposed research is to build a representative simulation model and implement experimental design and response surface methodology (RSM) to analyze the effect between system parameters and key performance indicators. Subsequently, the optimal setting of footwear production line can be determined.
A simulation optimization framework is proposed and validated by an empirical study. In the optimization process, transfer batch size, material arrival frequency, number of shoe lasts and the turnover of shoe last are the selected parameters. After screening factors, they are determined that they can affect throughput, cycle time and machine utilization significantly. The first-order model is built by experimental design in order to analyze the curvature effect of model. Furthermore, the second-order model is constructed by RSM and central composite design. An optimal setting and predicted response are evaluated through the contour, surface plots and analysis of response surface. Moreover, the stationary and canonical analysis are performed to identify whether predicted response is maximum, minimum or saddle point.
The empirical study is divided into two parts, single-objective and multi-objective optimization. The multi-objective is optimized by using desirability function and optimization software. The experiment result shows that both of their predicted responses are better than current setting.
"
NTHUIEEM,"Chen, Peng Chi",An Efficient Simulation Optimization Method for Large-Scale Machine Selection Problem in Manufacturing,"Chang, Kuo Hao",105,"machine selection problem
nested partitions method
simulation optimization","Machine selection problem, which is one of the most popular and important issues, has been widely studied due to its extensive applications in real world, such as manufacturing and semiconductor industry. In this study, we focus on how to select different types of machines to each workstation can the makespan be minimized under a limited cost. Besides, as the number of decision variables increases, it would become increasingly difficult to find the optimal solution.
   In this study, we propose a simulation optimization method, which combines nested partitions and factor screening method to solve the large-scale machine selection problems. By adopting factor screening method, we can identify the ranking of the importance of different workstations; therefore, the process of optimization can follow this ranking to find the optimal solution. As a result, the required computations can be efficiently reduced. Based on experimental results, the proposed method is able to find the nearly optimal solution or optimal solution within a limited computational budget. Furthermore, the method proposed in this study significantly outperforms the two existing algorithms.
"
NTHUIEEM,"Lin, Tzu Yu",Real Time EDA Job Scheduling Decision Support System in IC Design Industry,"Chien, Chen Fu",105,"Job Scheduling
IC design
Decision Support System
Resource Allocation","With the global competition and short life cycle in semiconductor industry, the IC design companies try to keep their competitiveness. Besides the human resources and advanced technology, enhancing the speed of the development is an important method to enhance market share. IC designers usually use electronic design automation tool to shorten the development. However, the EDA tools and resources are expensive and limited. Hence, it becomes a critical problem to allocate the resources and schedule the jobs. This study aimed to develop an IC design job scheduling decision support system framework. The framework enhances the throughput and reduce the idle. This study implement the proposed framework in practice. The empirical study conducted in IC design company to validate the developed solution and model implementation."
NTHUIEEM,"Chen, Yu Ling",The Relationship Between Safety Climate and Occupational Accidentin Steel Industry,"Chang, Chien Chi",105,"safety climate
occupational accident
steel industry","The basic manufacturing industry is one of the key elements that support the long-term and effective economic development of a country. The steel industry is one of the most risky industries; a special attention should be given to ensure the workers’ safety. The purpose of the current study investigated the relationship between safety climate and occupational accident in a steel industry in Taiwan. The questionnaire applied in this study included four factors: organizational-level safety climate, group-level safety climate, safety motivation and safety behavior. The questionnaire of two levels of safety climate was applied to investigate the cross-level influence within the company. Correlation coefficient was calculated to find the relationships between the questionnaire score and occupational accident rate. The intraclass correlation coefficient was used to evaluate the shared perception within the group.  The correlation analysis was also performed between intraclass correlation coefficient and occupational accident rate. In addition, this study used structural equation modeling to investigate the causal pathway of occupational accident. The results of this study can provide a new aspect to investigate occupational safety."
NTHUIEEM,"Kung, Hui Yi",Construction of Static and Dynamic Hand Anthropometric Database and Sizing Systems,"Wang, Mao Jiun
Lu, Jun Ming",105,"hand anthropometry
phalanges length
pulling force at finger joint
flexion angle at finger joint
hand sizing systems
cluster analysis","    Hands are used to make delicate motions in our daily lives. For the purposes of protecting hands and improving work efficiency, a variety of hand tools and gloves have been invented and are widely used. With the advances in technology, new types of hand wearable devices, such as hand exosckeletons, have become more popular. These devices are equipped with sensors and some other elements, which broadens potential applications. Previous studies on these new types of wearable hand devices mainly focused on mechanical design and their applications. The issues of fitness and safety, however, were hardly concerned. Therefore, this study aims to construct a comprehensive hand anthropometric database and hand sizing system, so as to provide design recommendation with all kinds of hand tools and devices.
    There are three parts of experiments in this study, including the measurement of hand dimensions, pulling forces at finger joints, and flexion angles at finger joints. Data were obtained from Taiwanese subjects at the age of 18-30 years old. In experiment 1, 101 males and 101 females were recruited, with a total of 50 hand dimensions (22 lengths, 12 breadths, 2 thickness, and 14 phalanges length while digit flex) collected. In experiment 2, 57 males and 77 females were recruited, with totally 9 pulling forces at finger joints collected. In experiment 3, 30 males and 30 females were recruited, with a total of 23 flexion angles at finger joints collected in 3 different postures. Finally, the data collected in experiment 1 was applied to construct a hand sizing system, which consists of 6 size categories for males (with the coverage of 91.1%), 5 size categories for females (with the coverage of 92.4%), and 10 size categories for both males and females (with the coverage of 97.0%).
    The results of this study can facilitate the design of not only new types of wearable hand devices but also traditional hand tools and gloves, which is expected to improve the degree of fitness and user satisfaction."
NTHUIEEM,"Yang, Yu Tai",應用簡化群體演算法之混合式特徵選取於於高維度不平衡資料集之研究,"Yeh, Wei Chang",105,"feature selection
imbalanced data
simplified swarm optimization","    In recent years, feature selection has become an important field in data mining and been wildly used in numerous regions. The purpose of feature selection is to search an optimal subset of features from existing data to maximize the accuracy. However, there are still few studies investigating the impact of data imbalance, the existence of underrepresented categories of data, on feature selection problem. Therefore, the aim of this study is to provide a feature selection method for increasing classifying high-dimensional imbalanced data accuracy. In this study, we proposed a hybrid method which can spot a better optimal features subset.
    In the proposed method, information gain as a filter selects the most informative features from the original dataset. The imbalance of the dataset with selected features is justified by using Synthetic minority over-sampling technique. Then, simplified swarm optimization is implemented as feature search engine to guide the search for an optimal feature subset. Finally, support vector machine serve as a classifier to evaluate the performance of the proposed method. To evaluate the performance of proposed algorithm, we apply our algorithm in ten benchmark datasets and compare the results with existing algorithm The results show that our algorithm has a better performance than its competitor.
"
